tx_price,beds,baths,sqft,year_built
585000,4,2,2300,1970
368765,4,2,2348,2013
540000,4,2,2352,1979
419000,4,2,2382,1976
475000,4,2,2388,1985
370000,4,2,2392,1962
269900,4,2,2394,1988
595000,4,2,2400,1969
420000,4,2,2402,1976
380000,4,2,2404,1985
535000,4,2,2463,1977
375000,4,2,2472,1954
525000,4,2,2496,1970
665000,4,2,2510,1983
650000,4,2,2523,1892
342500,4,2,2541,1979
205000,4,2,2559,1980
369990,4,2,2582,1995
448574,4,2,2588,2013
455000,4,2,2594,1979
260000,4,2,2600,1947
398000,4,2,2603,2004
504000,4,2,2615,1971
384900,4,2,2616,1980
352000,4,2,2632,1969
271500,4,2,2640,1993
640000,4,2,2681,1900
271135,4,2,2688,1993
570000,4,2,2720,2013
242500,4,2,2728,1988
310000,4,2,2768,1937
290000,4,2,2770,2002
745975,4,2,2789,2006
480000,4,2,2887,1996
510000,4,2,2938,1952
800000,4,2,2949,1989
705000,4,2,2966,1994
645000,4,2,3000,1925
342095,4,2,3000,2002
361000,4,2,3008,1998
290000,4,2,3024,1947
406325,4,2,3038,2004
555000,4,2,3054,1970
250000,4,2,3069,1989
325000,4,2,3145,1977
636870,4,2,3162,2006
310000,4,2,3195,1980
418040,4,2,3373,2004
748800,4,2,3423,2005
345000,4,2,3528,1979
661000,4,2,3556,1980
464665,4,2,3608,2009
745000,4,2,3674,1980
294996,4,2,3711,2003
503000,4,2,3780,1978
257840,4,2,3796,1978
523000,4,2,3948,1992
550000,4,2,4260,2000
466222,4,2,4470,2010
502330,4,2,4609,2000
595000,4,2,5050,1999
565200,4,2,5193,2009
500000,4,3,693,1956
335000,4,3,988,1955
380000,4,3,1034,1986
219900,4,3,1140,1985
249950,4,3,1176,1962
240000,4,3,1188,1971
507000,4,3,1206,1979
380100,4,3,1220,1984
205000,4,3,1249,1977
357000,4,3,1274,1978
428000,4,3,1280,1971
320000,4,3,1296,1964
540000,4,3,1314,1978
300000,4,3,1324,1963
368900,4,3,1340,1968
225000,4,3,1350,1960
765000,4,3,1354,1954
384350,4,3,1360,1978
330000,4,3,1360,1987
214900,4,3,1360,1997
560000,4,3,1363,1972
569500,4,3,1364,1958
206000,4,3,1364,1993
329000,4,3,1370,1958
581710,4,3,1374,1959
319900,4,3,1376,2002
276270,4,3,1388,2000
350000,4,3,1388,2002
336873,4,3,1412,2001
495000,4,3,1460,1956
390000,4,3,1464,1967
660000,4,3,1464,1970
610000,4,3,1466,1953
480000,4,3,1485,1969
357000,4,3,1496,1976
392798,4,3,1496,1976
210920,4,3,1496,1990
416000,4,3,1503,1970
330000,4,3,1512,1972
345000,4,3,1534,1975
421900,4,3,1536,1995
349000,4,3,1537,1979
280000,4,3,1538,1991
417000,4,3,1540,1971
500000,4,3,1540,1983
272000,4,3,1546,1984
540000,4,3,1560,1981
259000,4,3,1566,1967
535000,4,3,1584,1995
675000,4,3,1593,1956
405000,4,3,1600,1998
370000,4,3,1604,1958
265000,4,3,1670,1996
212000,4,3,1671,1965
595000,4,3,1672,1971
360000,4,3,1680,1988
300000,4,3,1680,2005
309990,4,3,1680,2007
710165,4,3,1682,2014
391000,4,3,1702,2007
502000,4,3,1707,1975
510000,4,3,1716,1993
454500,4,3,1745,1940
350550,4,3,1750,1950
389900,4,3,1752,1984
226000,4,3,1764,1969
390000,4,3,1768,1961
375000,4,3,1768,1979
775000,4,3,1773,1960
532000,4,3,1786,1982
388000,4,3,1800,1978
429000,4,3,1800,1983
265500,4,3,1821,1971
301500,4,3,1839,1973
375000,4,3,1839,1974
458000,4,3,1860,1994
265000,4,3,1872,1986
515000,4,3,1876,1970
225000,4,3,1894,2002
620000,4,3,1901,1946
285000,4,3,1904,1985
279000,4,3,1905,1955
367000,4,3,1930,1966
420000,4,3,1936,1994
445000,4,3,1976,1994
384650,4,3,1980,1985
402500,4,3,2008,2001
480000,4,3,2020,1925
465000,4,3,2020,1965
499000,4,3,2032,1979
450000,4,3,2033,1966
550000,4,3,2038,1978
310100,4,3,2060,1997
490000,4,3,2072,1999
468000,4,3,2090,1979
315000,4,3,2098,1962
361000,4,3,2100,1957
448000,4,3,2100,1958
378000,4,3,2100,1976
295000,4,3,2108,1969
465000,4,3,2128,2002
558000,4,3,2130,1976
730000,4,3,2134,1977
642000,4,3,2138,1941
364900,4,3,2139,1985
460000,4,3,2177,1966
632500,4,3,2180,1998
507000,4,3,2208,1965
342150,4,3,2224,1999
399900,4,3,2236,2009
637000,4,3,2251,1948
640000,4,3,2272,1985
276325,4,3,2275,2001
520000,4,3,2286,1968
560000,4,3,2298,1994
399000,4,3,2304,1978
579900,4,3,2317,1936
630000,4,3,2321,1965
250000,4,3,2335,1964
415000,4,3,2340,1969
420000,4,3,2347,1958
790000,4,3,2349,1965
500000,4,3,2352,1982
420000,4,3,2362,1977
474000,4,3,2375,1965
275000,4,3,2382,1980
393878,4,3,2400,1969
515000,4,3,2400,1970
730000,4,3,2400,1998
409610,4,3,2400,2002
260000,4,3,2408,1982
250000,4,3,2411,1983
492500,4,3,2413,1968
329000,4,3,2422,1950
450000,4,3,2432,1995
247000,4,3,2438,1978
675000,4,3,2440,1985
785000,4,3,2452,1939
535000,4,3,2455,1983
435000,4,3,2457,1985
300000,4,3,2457,1999
675000,4,3,2464,1983
420000,4,3,2470,1941
790000,4,3,2476,1994
655000,4,3,2480,1964
221940,4,3,2482,1997
368500,4,3,2496,1999
630000,4,3,2500,1962
540000,4,3,2500,1971
610000,4,3,2500,1975
494463,4,3,2501,2010
590116,4,3,2503,2007
566000,4,3,2504,2000
675000,4,3,2510,1999
385000,4,3,2512,1984
400000,4,3,2530,1962
649900,4,3,2535,2005
570910,4,3,2538,2005
470000,4,3,2540,1988
252000,4,3,2550,1986
790000,4,3,2554,1920
670000,4,3,2554,1995
565000,4,3,2560,1960
355000,4,3,2580,1999
480000,4,3,2600,1980
580000,4,3,2602,2002
400000,4,3,2611,1968
610000,4,3,2612,2004
390224,4,3,2622,2012
307601,4,3,2624,2002
225380,4,3,2640,2007
496700,4,3,2642,1961
513293,4,3,2648,1959
469900,4,3,2657,2002
615000,4,3,2659,1986
635000,4,3,2660,1957
675000,4,3,2664,1984
355000,4,3,2688,1976
327570,4,3,2722,1997
440000,4,3,2728,1961
315000,4,3,2740,1967
635000,4,3,2748,1981
574900,4,3,2751,1987
575000,4,3,2754,1971
735000,4,3,2768,1980
370000,4,3,2774,1999
375000,4,3,2786,1998
699000,4,3,2789,1961
398000,4,3,2800,1965
293000,4,3,2801,1981
446815,4,3,2849,1994
665000,4,3,2852,1985
319550,4,3,2899,1996
415000,4,3,2900,1936
337000,4,3,2900,1980
446890,4,3,2902,2012
625000,4,3,2905,1958
780000,4,3,2912,1966
264000,4,3,2922,1986
360000,4,3,2926,1970
269900,4,3,2932,1976
475000,4,3,2938,1939
540000,4,3,2940,1958
374950,4,3,2944,1993
270000,4,3,2950,1970
399000,4,3,2960,1999
381000,4,3,2978,1981
589900,4,3,2995,1984
598000,4,3,3000,1949
722000,4,3,3000,1964
580000,4,3,3005,1989
308515,4,3,3005,1993
700000,4,3,3017,1976
352000,4,3,3020,1972
532000,4,3,3022,1935
525000,4,3,3025,1966
510000,4,3,3030,1973
645000,4,3,3032,1972
365000,4,3,3036,1987
579000,4,3,3052,1968
430000,4,3,3060,1954
300000,4,3,3061,1974
665000,4,3,3068,1993
218250,4,3,3082,1998
650000,4,3,3117,1979
291000,4,3,3137,1974
409900,4,3,3139,1984
472000,4,3,3142,1996
267000,4,3,3146,1988
710000,4,3,3148,2004
675000,4,3,3150,2003
257000,4,3,3181,1987
510000,4,3,3190,1967
585000,4,3,3200,1952
790000,4,3,3208,2002
399600,4,3,3214,2005
495000,4,3,3234,1987
626774,4,3,3237,2005
460000,4,3,3252,1987
340572,4,3,3256,1993
206000,4,3,3268,1987
755005,4,3,3272,1990
289900,4,3,3274,1991
461825,4,3,3280,1974
540000,4,3,3291,1978
765000,4,3,3308,1978
394000,4,3,3318,1995
326500,4,3,3340,1996
280000,4,3,3346,1994
725000,4,3,3379,1988
760000,4,3,3421,2000
699000,4,3,3433,1992
570000,4,3,3435,1992
370000,4,3,3437,2003
785000,4,3,3440,1941
382000,4,3,3440,1976
485000,4,3,3453,1986
430000,4,3,3456,2004
574000,4,3,3465,1983
317340,4,3,3466,2000
386000,4,3,3478,1988
300000,4,3,3480,1940
215000,4,3,3500,1981
576145,4,3,3504,2004
483820,4,3,3513,1997
619000,4,3,3518,1999
288000,4,3,3520,1993
582499,4,3,3528,1996
490000,4,3,3547,1941
589000,4,3,3555,2001
729900,4,3,3558,2001
367925,4,3,3575,2009
540000,4,3,3600,1975
679000,4,3,3631,1990
339900,4,3,3647,2001
247437,4,3,3664,2000
364510,4,3,3667,2009
560000,4,3,3676,1984
389990,4,3,3692,2009
340000,4,3,3698,2006
525000,4,3,3700,2001
434990,4,3,3700,2007
428000,4,3,3757,1994
270585,4,3,3798,1999
650000,4,3,3799,1998
210000,4,3,3813,1977
382000,4,3,3855,2003
800000,4,3,3857,1955
427747,4,3,3862,1998
400000,4,3,3867,1964
615000,4,3,3905,1978
550000,4,3,3914,1958
640000,4,3,3939,1981
615000,4,3,3961,2003
549500,4,3,4000,1976
587859,4,3,4000,2000
560000,4,3,4033,1998
432000,4,3,4050,1995
799223,4,3,4114,2001
289000,4,3,4128,1996
421965,4,3,4128,2002
416200,4,3,4140,1972
611400,4,3,4141,1995
704165,4,3,4173,2005
336500,4,3,4181,1989
649069,4,3,4186,2005
488512,4,3,4245,1993
296790,4,3,4287,1996
362500,4,3,4293,1987
292605,4,3,4300,2000
461000,4,3,4301,2004
412250,4,3,4304,2002
800000,4,3,4310,1967
560000,4,3,4341,1984
390000,4,3,4355,1987
558000,4,3,4376,1932
719740,4,3,4377,1988
411430,4,3,4412,2000
330000,4,3,4420,2001
439000,4,3,4501,2006
303000,4,3,4544,1998
310000,4,3,4544,1999
390000,4,3,4600,1962
375050,4,3,4662,1987
569990,4,3,4679,2011
480729,4,3,4774,2004
305000,4,3,4839,1990
450845,4,3,4924,2003
719000,4,3,4993,2006
635000,4,3,5032,2007
372500,4,3,5070,1973
425000,4,3,5122,2002
701101,4,3,5535,2003
488230,4,3,6346,1997
435000,4,4,1428,1971
230000,4,4,1582,1991
420000,4,4,1838,1983
620000,4,4,1968,1979
220000,4,4,2040,1983
724000,4,4,2072,1900
379000,4,4,2105,1985
746559,4,4,2126,2009
570000,4,4,2148,1978
409000,4,4,2157,1992
575000,4,4,2300,1980
585000,4,4,2321,1986
530000,4,4,2408,1965
495000,4,4,2448,2002
560000,4,4,2548,2004
415000,4,4,2649,2007
594000,4,4,2861,1960
404755,4,4,2900,2001
365000,4,4,3155,1966
438111,4,4,3188,2003
334000,4,4,3272,1988
761500,4,4,3280,1938
394000,4,4,3298,2005
675000,4,4,3315,2004
240800,4,4,3329,1994
307000,4,4,3390,2001
522802,4,4,3535,2004
545500,4,4,3605,1950
465000,4,4,3691,2010
385000,4,4,3737,2006
442930,4,4,3742,1997
550000,4,4,3750,1962
407000,4,4,3810,1954
372400,4,4,3835,1980
678000,4,4,3868,1978
404816,4,4,3902,2010
255000,4,4,4001,1994
795000,4,4,4016,2006
585000,4,4,4017,2007
450000,4,4,4048,2002
740000,4,4,4050,2010
705000,4,4,4072,2000
299900,4,4,4077,1998
356400,4,4,4165,2002
499977,4,4,4216,2009
650000,4,4,4273,1990
636005,4,4,4305,2002
417925,4,4,4398,1999
310000,4,4,4414,1988
343912,4,4,4418,1999
689900,4,4,4454,1988
540000,4,4,4472,1962
579480,4,4,4484,2005
690000,4,4,4512,1994
507500,4,4,4515,1995
397995,4,4,4613,2002
575000,4,4,4630,1981
395000,4,4,4674,2015
443105,4,4,4722,2001
600000,4,4,4729,2004
420000,4,4,4729,2005
461155,4,4,4781,2009
690000,4,4,4815,2010
525000,4,4,4868,1989
713250,4,4,4910,2005
470000,4,4,4975,2003
710000,4,4,5117,1999
757000,4,4,5141,2004
540000,4,4,5172,2000
479220,4,4,5241,1996
702325,4,4,5243,2005
570000,4,4,5471,2010
290000,4,4,5740,1990
300000,4,4,5800,2002
575000,4,4,5920,1998
561875,4,4,5924,2002
555000,4,4,5941,2004
730000,4,4,6022,2003
728585,4,4,6050,2004
640000,4,4,6078,2013
750000,4,4,7677,2004
630000,4,5,2720,1980
423000,4,5,2875,2002
511275,4,5,3325,2007
680000,4,5,3814,2005
320890,4,5,4199,2001
740000,4,5,4687,1964
775000,4,5,6220,2006
256500,4,6,2696,1988
540000,4,6,4418,2007
674691,4,6,7000,2002
200000,5,1,1008,1950
535000,5,1,1256,1960
570000,5,1,2600,1953
385545,5,1,2800,1970
750000,5,1,3084,1974
525000,5,1,6088,1929
309000,5,2,1008,1959
400250,5,2,1244,1963
207000,5,2,1850,1968
239000,5,2,1965,1939
245000,5,2,1976,1955
280000,5,2,2000,1961
261105,5,2,2082,1964
395000,5,2,2120,1960
467500,5,2,2240,1970
309000,5,2,2264,1940
370000,5,2,2326,1956
230000,5,2,2400,1962
223000,5,2,2644,1966
792000,5,2,2854,1959
269900,5,2,2868,1988
529000,5,2,3134,1979
490000,5,2,3312,1983
258790,5,2,3821,1993
430000,5,3,1209,1969
469500,5,3,1242,1983
477500,5,3,1365,1950
509000,5,3,1388,1967
410000,5,3,1506,1950
500000,5,3,1506,1963
300000,5,3,1512,1971
515000,5,3,1568,1954
295000,5,3,1601,1965
305000,5,3,1718,1973
450000,5,3,1764,1977
200000,5,3,1792,1978
450000,5,3,1798,1970
272000,5,3,1800,2001
231840,5,3,1877,1955
235000,5,3,1908,1966
450000,5,3,1948,1971
482000,5,3,1966,1963
494000,5,3,2048,1975
445000,5,3,2089,1964
440000,5,3,2134,1992
257000,5,3,2144,1944
279000,5,3,2249,1979
558500,5,3,2268,1972
265000,5,3,2275,1968
543000,5,3,2282,1976
799000,5,3,2282,1978
717900,5,3,2334,1988
368095,5,3,2346,2000
332815,5,3,2347,2004
388000,5,3,2464,1957
778500,5,3,2530,1986
275000,5,3,2637,1968
450000,5,3,2640,2006
336500,5,3,2700,1980
665000,5,3,2704,1980
300000,5,3,2792,2000
578000,5,3,2810,1967
430965,5,3,2835,2001
349900,5,3,2868,1988
279000,5,3,2876,1974
701900,5,3,2913,1966
628000,5,3,2920,1978
440000,5,3,2944,1986
410000,5,3,2961,1962
224950,5,3,2990,1997
524900,5,3,3022,1973
486460,5,3,3060,1962
315000,5,3,3064,1996
257000,5,3,3100,1970
225000,5,3,3110,1999
275000,5,3,3120,1975
387000,5,3,3132,2001
724900,5,3,3136,1963
349000,5,3,3158,2001
520510,5,3,3247,2003
525000,5,3,3300,1998
793260,5,3,3314,1962
465000,5,3,3337,1997
591000,5,3,3348,1987
265000,5,3,3351,1993
517000,5,3,3379,1975
345000,5,3,3384,2005
418000,5,3,3400,1948
238000,5,3,3400,1970
614000,5,3,3400,1991
750000,5,3,3417,1957
710000,5,3,3421,1969
480000,5,3,3434,2005
410000,5,3,3456,1999
335000,5,3,3544,2002
350165,5,3,3595,1999
412500,5,3,3600,2009
600000,5,3,3602,1996
626000,5,3,3602,1997
568000,5,3,3645,1978
575000,5,3,3668,1976
485000,5,3,3699,2001
331605,5,3,3726,2002
575000,5,3,3738,2000
215351,5,3,3774,1994
542199,5,3,3778,2004
267579,5,3,3790,2000
290000,5,3,3792,1996
379862,5,3,3796,2003
620000,5,3,3810,1954
408900,5,3,3838,2006
293159,5,3,3882,1996
225000,5,3,3890,1983
700000,5,3,3898,1987
302839,5,3,3902,1996
265000,5,3,3939,1997
640000,5,3,3944,1999
395000,5,3,4000,1984
291754,5,3,4000,2000
585000,5,3,4005,1982
790000,5,3,4047,1986
392500,5,3,4081,1960
642500,5,3,4082,1996
670000,5,3,4092,1989
650000,5,3,4100,1995
326795,5,3,4167,1994
427585,5,3,4223,2009
543657,5,3,4293,2010
612080,5,3,4300,1987
588703,5,3,4301,2004
373500,5,3,4350,1993
571600,5,3,4368,1998
590000,5,3,4399,1998
714000,5,3,4461,1969
524048,5,3,4466,2006
560000,5,3,4485,1989
242940,5,3,4489,1994
443000,5,3,4490,2008
500000,5,3,4516,2002
800000,5,3,4518,1979
730000,5,3,4581,1988
280000,5,3,4602,1997
715000,5,3,4603,2001
715000,5,3,4630,1970
550000,5,3,4681,2006
650000,5,3,4684,1994
290875,5,3,4686,1999
549000,5,3,4739,1997
780000,5,3,4771,1987
480496,5,3,4873,2011
429625,5,3,4884,2003
460000,5,3,4900,1989
378500,5,3,4900,1996
399126,5,3,4908,2000
565962,5,3,4910,2013
370000,5,3,4954,1998
615000,5,3,5018,1991
484395,5,3,5050,2005
700000,5,3,5300,1997
786175,5,3,5493,2004
550000,5,3,7216,1994
355000,5,4,1544,1951
700000,5,4,1847,1905
630000,5,4,1915,1961
405600,5,4,1916,2000
720000,5,4,2114,1954
597100,5,4,2162,1979
367000,5,4,2302,2002
480000,5,4,2379,1981
635000,5,4,2700,1942
590000,5,4,2743,1948
385000,5,4,2821,2006
499000,5,4,3000,1924
660000,5,4,3044,1984
703000,5,4,3046,1964
265000,5,4,3060,1981
465000,5,4,3060,2000
782000,5,4,3144,1997
630765,5,4,3172,2005
620375,5,4,3185,2005
292000,5,4,3244,1959
550000,5,4,3250,2006
550000,5,4,3256,2009
700000,5,4,3320,1954
498900,5,4,3366,1936
502000,5,4,3380,1979
653888,5,4,3500,1958
680000,5,4,3525,1976
525000,5,4,3560,2009
655000,5,4,3587,1938
715000,5,4,3705,1999
335450,5,4,3732,1998
639900,5,4,3766,1989
789000,5,4,3809,1995
300000,5,4,3959,1974
602504,5,4,3965,2014
401403,5,4,3967,2002
770000,5,4,3984,2004
360000,5,4,3992,2005
468309,5,4,4026,2011
483140,5,4,4057,2004
495000,5,4,4129,1979
615000,5,4,4153,2001
350300,5,4,4194,2000
497415,5,4,4211,2002
475000,5,4,4214,1970
433000,5,4,4235,2000
399000,5,4,4240,1992
350000,5,4,4252,2010
404000,5,4,4254,1994
400000,5,4,4351,1997
681000,5,4,4362,2000
433680,5,4,4389,2012
270774,5,4,4394,2000
280000,5,4,4400,1977
680000,5,4,4424,1968
550000,5,4,4440,1963
528000,5,4,4444,2011
492200,5,4,4448,2005
421770,5,4,4520,1999
749990,5,4,4563,2011
670000,5,4,4607,1998
463003,5,4,4659,2000
617000,5,4,4672,1988
550000,5,4,4693,2006
352790,5,4,4700,1995
329000,5,4,4720,1988
689900,5,4,4729,2004
471200,5,4,4786,2004
675000,5,4,4792,1927
714000,5,4,4792,1999
692914,5,4,4872,2002
575000,5,4,4902,2006
490746,5,4,4944,2002
690550,5,4,5000,1987
400000,5,4,5003,2013
639283,5,4,5018,2006
500369,5,4,5024,1995
708000,5,4,5035,1951
526104,5,4,5061,2002
508000,5,4,5077,2011
644900,5,4,5107,2000
735000,5,4,5142,1997
745000,5,4,5149,2001
670542,5,4,5244,2013
575000,5,4,5249,1999
751677,5,4,5260,1999
640000,5,4,5300,1953
427950,5,4,5354,1996
692353,5,4,5365,2002
655600,5,4,5370,1988
750000,5,4,5480,1998
570000,5,4,5480,2012
444788,5,4,5600,1994
365000,5,4,5654,2015
649415,5,4,5708,2011
438000,5,4,5742,1998
650000,5,4,5809,2002
575000,5,4,5933,2003
709233,5,4,5950,2007
760825,5,4,5956,2004
507175,5,4,6000,2000
751000,5,4,6025,1951
690000,5,4,6096,1995
649900,5,4,6127,1995
750000,5,4,6243,2006
785000,5,4,6464,2014
279875,5,4,6468,1952
698733,5,4,6518,1994
629513,5,4,6584,2002
660743,5,4,6662,1999
700000,5,4,6946,2006
765000,5,4,7001,2004
535000,5,5,1365,1951
439000,5,5,3320,1947
488085,5,5,3696,2009
706095,5,5,3720,2004
215000,5,5,4053,1961
700000,5,5,4189,2006
460000,5,5,4313,1964
800000,5,5,4600,1964
798000,5,5,4632,2003
755000,5,5,4658,1968
350000,5,5,5000,1952
535000,5,5,5262,2002
771760,5,5,5270,2006
720000,5,5,5368,1993
600000,5,5,5410,1951
590000,5,5,5621,1962
576475,5,5,5810,2002
320000,5,5,5984,2015
665500,5,5,6133,1950
231000,5,5,6346,2011
743500,5,5,6357,1989
535000,5,5,6438,1949
765000,5,5,6508,2007
280000,5,5,6542,2011
691331,5,5,6966,1999
649000,5,5,7034,2006
569000,5,5,7165,1991
370000,5,5,7578,2008
235000,5,5,7594,2006
760000,5,5,7842,2003
555000,5,5,8450,2004
385000,5,6,6381,2004
690000,5,6,6501,1956
600000,5,6,7064,1995
759900,5,6,7500,2006
735000,5,6,7515,1958
